sentence,label
We should check if they have any sales on shoes and sandals.,shopping
"Grab some hand sanitizers and disinfecting wipes, too.",shopping
"A gentle rain began to fall, creating a soothing rhythm on the leaves above.",not-shopping
I could hear the rustle of small creatures scurrying in the underbrush.,not-shopping
Have we looked for any new board games or puzzles?,shopping
Don't forget to check the price of laundry detergent and fabric softeners.,shopping
I'm going to make some tea and enjoy the serenity of the moment.,not-shopping
The rustle of the wind in the trees was the only sound that broke the silence.,not-shopping
I can hear the faint sound of waves crashing in the distance.,not-shopping
We might need some new gardening tools and seeds for the backyard.,shopping
Let's not forget to stock up on paper towels and tissues.,shopping
"I can hear the distant hoot of an owl, signaling the end of the day.",not-shopping
"The stars were so bright, I could almost make out constellations.",not-shopping
Have we checked for any new kitchen gadgets or appliances?,shopping
"Grab some snacks for movie nights, too.",shopping
"A rabbit hopped by, nibbling on clover as it went.",not-shopping
"The air was cool and crisp, a welcome change from the summer heat.",not-shopping
Let's see if they have any new art supplies or craft kits.,shopping
Don't forget to scan the electronics section for deals.,shopping
"I'm going to sit here for a while longer, soaking in the tranquility.",not-shopping
"I feel so connected to nature, it's an indescribable feeling.",not-shopping
The rustle of leaves underfoot was a gentle reminder of the season's change.,not-shopping
Have we looked for any new phone cases or screen protectors?,shopping
Don't forget to check the price of diapers and baby wipes.,shopping
Maybe we need some new fitness equipment for home workouts.,shopping
I can hear the sound of children laughing in the distance.,not-shopping
"I feel so alive, like I'm part of something much bigger than myself.",not-shopping
"A butterfly fluttered by, its wings a riot of colors.",not-shopping
I'm going to take a moment to appreciate this perfect slice of solitude.,not-shopping
"I can hear the distant hum of cars, a reminder of the world beyond.",not-shopping
Have we checked for any new books or e-readers?,shopping
Don't forget to scan the pet section for treats and toys.,shopping
Maybe we need some new towels and bath mats for the bathroom.,shopping
I'm going to take a deep breath and memorize this moment.,not-shopping
I'm so grateful for this peaceful retreat.,not-shopping
"I can hear the sound of crickets, a lullaby for the night.",not-shopping
"The wind has picked up, carrying the scent of pine and earth.",not-shopping
"I'm going to stay here and watch the sunset, painting the sky with hues of pink and orange.",not-shopping
Remember we need more toilet paper.,shopping
Do we have enough coffee for the week?,shopping
We might need to restock on snacks.,shopping
Any particular shampoo or conditioner you prefer?,shopping
We're low on hand soap.,shopping
"A family of birds was having a meeting in the tree above, their chirping filling the air with life.",not-shopping
"The moon was high, casting a soft glow on the tranquil surroundings.",not-shopping
"She paused for a moment, taking in the serenity of her solitary exploration.",not-shopping
"A squirrel scampered up a tree, its bushy tail twitching in excitement.",not-shopping
Have we run out of dish soap?,shopping
Grab some paper towels while you're at it.,shopping
"The wind whispered through the trees, a lullaby for the earth.",not-shopping
"A rabbit hopped across the path, its white tail flashing in the dim light.",not-shopping
The rustle of leaves underfoot was the only sound breaking the silence.,not-shopping
Don't forget the milk.,shopping
Any new flavors of ice cream?,shopping
We could use some more eggs.,shopping
"The stars were out, a million tiny lights against the vast canvas of the night sky.",not-shopping
"A deer appeared in the distance, its eyes reflecting the faint light.",not-shopping
"The night was a symphony of whispers and murmurs, a testament to the world's constant motion.",not-shopping
Grab some fruits and vegetables.,shopping
Don't forget the bread.,shopping
Any good deals on pasta?,shopping
"We're running low on toilet paper, right?",shopping
The sunset painted the sky with hues of pink and orange.,not-shopping
A family of rabbits hopped around in the distance.,not-shopping
Should we get some more hand soap for the bathroom?,shopping
The rustling of leaves accompanied her every step.,not-shopping
"I think we need a new frying pan, the old one's wearing out.",shopping
A soft breeze carried the scent of blooming flowers.,not-shopping
Let's see if there are any good books on sale.,shopping
The silhouette of a bird soaring against the backdrop of the setting sun.,not-shopping
"We're almost out of coffee, better grab some.",shopping
The quiet hum of nature was a soothing lullaby.,not-shopping
Do we need more towels? They tend to wear out quickly.,shopping
The night sky was a canvas of twinkling stars.,not-shopping
"Maybe some new socks, my old ones have holes.",shopping
"A gentle brook gurgled nearby, adding to the serenity of the moment.",not-shopping
"We're almost out of dish soap, add that to the list.",shopping
The full moon bathed the world in its soft glow.,not-shopping
Any good deals on fruits and vegetables?,shopping
The whispering wind carried the promise of a peaceful slumber.,not-shopping
Let's get some new markers for the kids.,shopping
The rustle of leaves underfoot was a gentle symphony.,not-shopping
"We need more light bulbs, they seem to burn out quickly.",shopping
"A fox darted across the path, a fleeting shadow in the night.",not-shopping
"Grab some bread, it's on sale.",shopping
"We're running low on toothbrushes, time for a replacement.",shopping
Maybe some new blankets for the couch.,shopping
Don't forget to check for sales on cleaning supplies.,shopping
"We need more trash bags, they're piling up.",shopping
Let's see if there are any good deals on cereal.,shopping
"Maybe some new pillows, mine are getting flat.",shopping
"We need more batteries, they come in handy.",shopping
Do we need any new pots for cooking?,shopping
Let's see if there are any sales on shaving supplies.,shopping
"We're almost out of hand sanitizer, add that to the list.",shopping
"Maybe some new shoes, mine are getting worn out.",shopping
Do we need any new kitchen gadgets?,shopping
Let's see if there are any good deals on snacks.,shopping
Maybe some new curtains for the living room.,shopping
"We need more detergent, the clothes are piling up.",shopping
"The sun was setting, casting long shadows across her path.",not-shopping
"She took a deep breath, inhaling the crisp evening air.",not-shopping
A gentle breeze rustled her hair as she walked.,not-shopping
"Remember to pick up more coffee, we're running low.",shopping
Have we restocked the first-aid kit recently?,shopping
"We could use more towels, they're starting to look worn out.",shopping
Don't forget to check for sales on shaving cream.,shopping
"The stars were beginning to twinkle, a smattering of diamonds against the darkening sky.",not-shopping
